,country_name,occupation_name,year,skill_name,impt_rank
14332,Malaysia,Software Engineer,2015,SQL,3
14333,Malaysia,Software Engineer,2015,Software Development,4
14334,Malaysia,Software Engineer,2015,MySQL,5
14335,Malaysia,Software Engineer,2015,HTML,6
14336,Malaysia,Software Engineer,2015,C#,7
14337,Malaysia,Software Engineer,2015,Microsoft SQL Server,8
14338,Malaysia,Software Engineer,2015,C++,9
14339,Malaysia,Software Engineer,2015,XML,10
14340,Mexico,Account Executive,2015,Negotiation,1
14341,Mexico,Account Executive,2015,Strategic Planning,2
14342,Mexico,Account Executive,2015,Business Management,3
14343,Mexico,Account Executive,2015,Business Strategy,4
14344,Mexico,Account Executive,2015,Sales,5
14345,Mexico,Account Executive,2015,Public Relations,6
14346,Mexico,Account Executive,2015,Team Leadership,7
14347,Mexico,Account Executive,2015,Advertising,8
14348,Mexico,Account Executive,2015,Customer Service,9
14349,Mexico,Account Executive,2015,Digital Marketing,10
14350,Mexico,Accountant,2015,Accounting,1
14351,Mexico,Accountant,2015,Tax,2
14352,Mexico,Accountant,2015,Business Management,3
14353,Mexico,Accountant,2015,Financial Analysis,4
14354,Mexico,Accountant,2015,Auditing,5
14355,Mexico,Accountant,2015,Financial Accounting,6
14356,Mexico,Accountant,2015,Budgeting,7
14357,Mexico,Accountant,2015,Microsoft Excel,8
14358,Mexico,Accountant,2015,Internal Controls,9
14359,Mexico,Accountant,2015,Microsoft Word,10
14360,Mexico,Administrative Assistant,2015,Business Management,1
14361,Mexico,Administrative Assistant,2015,Microsoft Word,2
14362,Mexico,Administrative Assistant,2015,Customer Service,3
14363,Mexico,Administrative Assistant,2015,Microsoft PowerPoint,4
14364,Mexico,Administrative Assistant,2015,Microsoft Excel,5
14365,Mexico,Administrative Assistant,2015,Research and Development (R&D),6
14366,Mexico,Administrative Assistant,2015,Strategic Planning,7
14367,Mexico,Administrative Assistant,2015,Microsoft Office,8
14368,Mexico,Administrative Assistant,2015,Sales,9
14369,Mexico,Administrative Assistant,2015,Negotiation,10
14370,Mexico,Administrative Manager,2015,Negotiation,1
14371,Mexico,Administrative Manager,2015,Business Management,2
14372,Mexico,Administrative Manager,2015,Business Strategy,3
14373,Mexico,Administrative Manager,2015,Strategic Planning,4
14374,Mexico,Administrative Manager,2015,Team Leadership,5
14375,Mexico,Administrative Manager,2015,Customer Service,6
14376,Mexico,Administrative Manager,2015,Business Planning,7
14377,Mexico,Administrative Manager,2015,Project Management,8
14378,Mexico,Administrative Manager,2015,Microsoft Excel,9
14379,Mexico,Administrative Manager,2015,Sales,10
14380,Mexico,Architect,2015,Architectural Design,1
14381,Mexico,Architect,2015,Architecture,2
14382,Mexico,Architect,2015,AutoCAD,3
14383,Mexico,Architect,2015,SketchUp,4
14384,Mexico,Architect,2015,Revit,5
14385,Mexico,Architect,2015,Construction,6
14386,Mexico,Architect,2015,Interior Design,7
14387,Mexico,Architect,2015,Sustainable Design,8
14388,Mexico,Architect,2015,Adobe Photoshop,9
14389,Mexico,Architect,2015,Design Research,10
14390,Mexico,Attorney,2015,Legal Research,1
14391,Mexico,Attorney,2015,Legal Advice,2
14392,Mexico,Attorney,2015,Litigation,3
14393,Mexico,Attorney,2015,Corporate Law,4
14394,Mexico,Attorney,2015,Legal Writing,5
14395,Mexico,Attorney,2015,Civil Law,6
14396,Mexico,Attorney,2015,Legal Assistance,7
14397,Mexico,Attorney,2015,Intellectual Property,8
14398,Mexico,Attorney,2015,Trade Law,9
14399,Mexico,Attorney,2015,International Law,10
14400,Mexico,Buyer,2015,Purchasing,1
14401,Mexico,Buyer,2015,Negotiation,2
14402,Mexico,Buyer,2015,Supply Chain Management,3
14403,Mexico,Buyer,2015,Continuous Improvement,4
14404,Mexico,Buyer,2015,Lean Manufacturing,5
14405,Mexico,Buyer,2015,Logistics Management,6
14406,Mexico,Buyer,2015,Manufacturing,7
14407,Mexico,Buyer,2015,Business Management,8
14408,Mexico,Buyer,2015,Strategic Planning,9
14409,Mexico,Buyer,2015,Six Sigma,10
14410,Mexico,Chief Executive Officer,2015,Business Strategy,1
14411,Mexico,Chief Executive Officer,2015,Negotiation,2
14412,Mexico,Chief Executive Officer,2015,Strategic Planning,3
14413,Mexico,Chief Executive Officer,2015,Team Leadership,4
14414,Mexico,Chief Executive Officer,2015,Business Planning,5
14415,Mexico,Chief Executive Officer,2015,Public Relations,6
14416,Mexico,Chief Executive Officer,2015,Business Development,7
14417,Mexico,Chief Executive Officer,2015,Business Management,8
14418,Mexico,Chief Executive Officer,2015,Strategy,9
14419,Mexico,Chief Executive Officer,2015,Project Management,10
14420,Mexico,Co-Founder,2015,Business Strategy,1
14421,Mexico,Co-Founder,2015,Strategic Planning,2
14422,Mexico,Co-Founder,2015,Negotiation,3
14423,Mexico,Co-Founder,2015,Team Leadership,4
14424,Mexico,Co-Founder,2015,Public Relations,5
14425,Mexico,Co-Founder,2015,Entrepreneurship,6
14426,Mexico,Co-Founder,2015,Strategy,7
14427,Mexico,Co-Founder,2015,Business Planning,8
14428,Mexico,Co-Founder,2015,Project Management,9
14429,Mexico,Co-Founder,2015,Advertising,10
14430,Mexico,Commercial Manager,2015,Business Strategy,1
14431,Mexico,Commercial Manager,2015,Negotiation,2
14432,Mexico,Commercial Manager,2015,Strategic Planning,3
14433,Mexico,Commercial Manager,2015,Team Leadership,4
14434,Mexico,Commercial Manager,2015,Business Planning,5
14435,Mexico,Commercial Manager,2015,Sales,6
14436,Mexico,Commercial Manager,2015,Business Development,7
14437,Mexico,Commercial Manager,2015,Business Management,8
14438,Mexico,Commercial Manager,2015,Strategy,9
14439,Mexico,Commercial Manager,2015,Public Relations,10
14440,Mexico,Community Manager,2015,Public Relations,1
14441,Mexico,Community Manager,2015,Advertising,2
14442,Mexico,Community Manager,2015,Digital Marketing,3
14443,Mexico,Community Manager,2015,Social Media Marketing,4
14444,Mexico,Community Manager,2015,Social Media,5
14445,Mexico,Community Manager,2015,Adobe Photoshop,6
14446,Mexico,Community Manager,2015,Online Advertising,7
14447,Mexico,Community Manager,2015,Blogging,8
14448,Mexico,Community Manager,2015,Marketing,9
14449,Mexico,Community Manager,2015,Facebook,10
14450,Mexico,Financial Advisor,2015,Financial Analysis,1
14451,Mexico,Financial Advisor,2015,Business Strategy,2
14452,Mexico,Financial Advisor,2015,Strategic Planning,3
14453,Mexico,Financial Advisor,2015,Banking,4
14454,Mexico,Financial Advisor,2015,Business Management,5
14455,Mexico,Financial Advisor,2015,Risk Management,6
14456,Mexico,Financial Advisor,2015,Business Planning,7
14457,Mexico,Financial Advisor,2015,Team Leadership,8
14458,Mexico,Financial Advisor,2015,Investments,9
14459,Mexico,Financial Advisor,2015,Negotiation,10
14460,Mexico,Founder,2015,Business Strategy,1
14461,Mexico,Founder,2015,Negotiation,2
14462,Mexico,Founder,2015,Strategic Planning,3
14463,Mexico,Founder,2015,Team Leadership,4
14464,Mexico,Founder,2015,Public Relations,5
14465,Mexico,Founder,2015,Spanish,6
14466,Mexico,Founder,2015,Advertising,7
14467,Mexico,Founder,2015,Strategy,8
14468,Mexico,Founder,2015,Business Planning,9
14469,Mexico,Founder,2015,Project Management,10
14470,Mexico,General Manager,2015,Negotiation,1
14471,Mexico,General Manager,2015,Business Strategy,2
14472,Mexico,General Manager,2015,Strategic Planning,3
14473,Mexico,General Manager,2015,Team Leadership,4
14474,Mexico,General Manager,2015,Business Management,5
14475,Mexico,General Manager,2015,Business Planning,6
14476,Mexico,General Manager,2015,Sales,7
14477,Mexico,General Manager,2015,Project Management,8
14478,Mexico,General Manager,2015,Business Development,9
14479,Mexico,General Manager,2015,Customer Service,10
14480,Mexico,Graphic Designer,2015,Graphic Design,1
14481,Mexico,Graphic Designer,2015,Adobe Illustrator,2
14482,Mexico,Graphic Designer,2015,Logo Design,3
14483,Mexico,Graphic Designer,2015,Adobe InDesign,4
14484,Mexico,Graphic Designer,2015,Adobe Creative Suite,5
14485,Mexico,Graphic Designer,2015,Adobe Photoshop,6
14486,Mexico,Graphic Designer,2015,Advertising,7
14487,Mexico,Graphic Designer,2015,Photography,8
14488,Mexico,Graphic Designer,2015,Web Design,9
14489,Mexico,Graphic Designer,2015,Illustration,10
14490,Mexico,Human Resources Specialist,2015,Human Resources (HR),1
14491,Mexico,Human Resources Specialist,2015,Business Management,2
14492,Mexico,Human Resources Specialist,2015,Recruiting,3
14493,Mexico,Human Resources Specialist,2015,Talent Management,4
14494,Mexico,Human Resources Specialist,2015,Organizational Development,5
14495,Mexico,Human Resources Specialist,2015,Negotiation,6
14496,Mexico,Human Resources Specialist,2015,Team Leadership,7
14497,Mexico,Human Resources Specialist,2015,Strategic Planning,8
14498,Mexico,Human Resources Specialist,2015,Employee Relations,9
14499,Mexico,Human Resources Specialist,2015,Business Strategy,10
14500,Mexico,Marketing Specialist,2015,Advertising,1
14501,Mexico,Marketing Specialist,2015,Public Relations,2
14502,Mexico,Marketing Specialist,2015,Strategic Planning,3
14503,Mexico,Marketing Specialist,2015,Negotiation,4
14504,Mexico,Marketing Specialist,2015,Business Strategy,5
14505,Mexico,Marketing Specialist,2015,Business Management,6
14506,Mexico,Marketing Specialist,2015,Digital Marketing,7
14507,Mexico,Marketing Specialist,2015,Marketing,8
14508,Mexico,Marketing Specialist,2015,Social Media Marketing,9
14509,Mexico,Marketing Specialist,2015,Sales,10
14510,Mexico,Office Manager,2015,Negotiation,1
14511,Mexico,Office Manager,2015,Business Strategy,2
14512,Mexico,Office Manager,2015,Strategic Planning,3
14513,Mexico,Office Manager,2015,Team Leadership,4
14514,Mexico,Office Manager,2015,Sales,5
14515,Mexico,Office Manager,2015,Business Planning,6
14516,Mexico,Office Manager,2015,Business Management,7
14517,Mexico,Office Manager,2015,Customer Service,8
14518,Mexico,Office Manager,2015,Project Management,9
14519,Mexico,Office Manager,2015,Business Development,10
14520,Mexico,Operations Manager,2015,Negotiation,1
14521,Mexico,Operations Manager,2015,Team Leadership,2
14522,Mexico,Operations Manager,2015,Business Management,3
14523,Mexico,Operations Manager,2015,Strategic Planning,4
14524,Mexico,Operations Manager,2015,Business Strategy,5
14525,Mexico,Operations Manager,2015,Continuous Improvement,6
14526,Mexico,Operations Manager,2015,Supply Chain Management,7
14527,Mexico,Operations Manager,2015,Logistics Management,8
14528,Mexico,Operations Manager,2015,Lean Manufacturing,9
14529,Mexico,Operations Manager,2015,Manufacturing,10
14530,Mexico,Owner,2015,Negotiation,1
14531,Mexico,Owner,2015,Business Strategy,2
14532,Mexico,Owner,2015,Strategic Planning,3
14533,Mexico,Owner,2015,Team Leadership,4
14534,Mexico,Owner,2015,Business Planning,5
14535,Mexico,Owner,2015,Public Relations,6
14536,Mexico,Owner,2015,Customer Service,7
14537,Mexico,Owner,2015,Business Development,8
14538,Mexico,Owner,2015,Sales,9
14539,Mexico,Owner,2015,Microsoft Office,10
14540,Mexico,Photographer,2015,Photography,1
14541,Mexico,Photographer,2015,Digital Photography,2
14542,Mexico,Photographer,2015,Adobe Photoshop,3
14543,Mexico,Photographer,2015,Portrait Photography,4
14544,Mexico,Photographer,2015,Commercial Photography,5
14545,Mexico,Photographer,2015,Image Editing,6
14546,Mexico,Photographer,2015,Graphic Design,7
14547,Mexico,Photographer,2015,Advertising,8
14548,Mexico,Photographer,2015,Event Photography,9
14549,Mexico,Photographer,2015,Adobe Lightroom,10
14550,Mexico,Process Engineer,2015,Lean Manufacturing,1
14551,Mexico,Process Engineer,2015,Continuous Improvement,2
14552,Mexico,Process Engineer,2015,Manufacturing,3
14553,Mexico,Process Engineer,2015,Six Sigma,4
14554,Mexico,Process Engineer,2015,5S,5
14555,Mexico,Process Engineer,2015,Kaizen,6
14556,Mexico,Process Engineer,2015,Engineering,7
14557,Mexico,Process Engineer,2015,Process Engineering,8
14558,Mexico,Process Engineer,2015,Failure Mode and Effects Analysis (FMEA),9
14559,Mexico,Process Engineer,2015,Root Cause Analysis,10
14560,Mexico,Production Supervisor,2015,Lean Manufacturing,1
14561,Mexico,Production Supervisor,2015,Continuous Improvement,2
14562,Mexico,Production Supervisor,2015,Manufacturing,3
14563,Mexico,Production Supervisor,2015,5S,4
14564,Mexico,Production Supervisor,2015,Kaizen,5
14565,Mexico,Production Supervisor,2015,Six Sigma,6
14566,Mexico,Production Supervisor,2015,Automotive Industry,7
14567,Mexico,Production Supervisor,2015,Root Cause Analysis,8
14568,Mexico,Production Supervisor,2015,Process Improvement,9
14569,Mexico,Production Supervisor,2015,Business Management,10
14570,Mexico,Professor,2015,Teaching,1
14571,Mexico,Professor,2015,Higher Education,2
14572,Mexico,Professor,2015,Spanish,3
14573,Mexico,Professor,2015,English,4
14574,Mexico,Professor,2015,Strategic Planning,5
14575,Mexico,Professor,2015,Research and Development (R&D),6
14576,Mexico,Professor,2015,University Teaching,7
14577,Mexico,Professor,2015,Team Leadership,8
14578,Mexico,Professor,2015,Business Strategy,9
14579,Mexico,Professor,2015,Negotiation,10
14580,Mexico,Project Engineer,2015,Engineering,1
14581,Mexico,Project Engineer,2015,Manufacturing,2
14582,Mexico,Project Engineer,2015,Continuous Improvement,3
14583,Mexico,Project Engineer,2015,AutoCAD,4
14584,Mexico,Project Engineer,2015,Lean Manufacturing,5
14585,Mexico,Project Engineer,2015,Six Sigma,6
14586,Mexico,Project Engineer,2015,Project Management,7
14587,Mexico,Project Engineer,2015,Business Management,8
14588,Mexico,Project Engineer,2015,Project Engineering,9
14589,Mexico,Project Engineer,2015,SOLIDWORKS,10
14590,Mexico,Project Manager,2015,Team Leadership,1
14591,Mexico,Project Manager,2015,Negotiation,2
14592,Mexico,Project Manager,2015,Strategic Planning,3
14593,Mexico,Project Manager,2015,Project Management,4
14594,Mexico,Project Manager,2015,Business Strategy,5
14595,Mexico,Project Manager,2015,AutoCAD,6
14596,Mexico,Project Manager,2015,Business Management,7
14597,Mexico,Project Manager,2015,Construction,8
14598,Mexico,Project Manager,2015,Business Analysis,9
14599,Mexico,Project Manager,2015,Customer Service,10
14600,Mexico,Sales Executive,2015,Negotiation,1
14601,Mexico,Sales Executive,2015,Business Management,2
14602,Mexico,Sales Executive,2015,Sales,3
14603,Mexico,Sales Executive,2015,Strategic Planning,4
14604,Mexico,Sales Executive,2015,Business Strategy,5
14605,Mexico,Sales Executive,2015,Team Leadership,6
14606,Mexico,Sales Executive,2015,Customer Service,7
14607,Mexico,Sales Executive,2015,Business Development,8
14608,Mexico,Sales Executive,2015,Project Management,9
14609,Mexico,Sales Executive,2015,Public Relations,10
14610,Mexico,Sales Manager,2015,Negotiation,1
14611,Mexico,Sales Manager,2015,Business Strategy,2
14612,Mexico,Sales Manager,2015,Strategic Planning,3
14613,Mexico,Sales Manager,2015,Sales,4
14614,Mexico,Sales Manager,2015,Team Leadership,5
14615,Mexico,Sales Manager,2015,Business Management,6
14616,Mexico,Sales Manager,2015,Business Planning,7
14617,Mexico,Sales Manager,2015,Business Development,8
14618,Mexico,Sales Manager,2015,Product Development,9
14619,Mexico,Sales Manager,2015,Customer Service,10
14620,Mexico,Sales Specialist,2015,Negotiation,1
14621,Mexico,Sales Specialist,2015,Strategic Planning,2
14622,Mexico,Sales Specialist,2015,Business Management,3
14623,Mexico,Sales Specialist,2015,Business Strategy,4
14624,Mexico,Sales Specialist,2015,Sales,5
14625,Mexico,Sales Specialist,2015,Customer Service,6
14626,Mexico,Sales Specialist,2015,Team Leadership,7
14627,Mexico,Sales Specialist,2015,Business Development,8
14628,Mexico,Sales Specialist,2015,Product Development,9
14629,Mexico,Sales Specialist,2015,Project Management,10
14630,Mexico,Salesperson,2015,Negotiation,1
14631,Mexico,Salesperson,2015,Business Management,2
14632,Mexico,Salesperson,2015,Sales,3
14633,Mexico,Salesperson,2015,Strategic Planning,4
14634,Mexico,Salesperson,2015,Business Strategy,5
14635,Mexico,Salesperson,2015,Customer Service,6
14636,Mexico,Salesperson,2015,Team Leadership,7
14637,Mexico,Salesperson,2015,Product Development,8
14638,Mexico,Salesperson,2015,Pharmaceutical Sales,9
14639,Mexico,Salesperson,2015,Cross-functional Team Leadership,10
14640,Mexico,Software Engineer,2015,JavaScript,1
14641,Mexico,Software Engineer,2015,MySQL,2
14642,Mexico,Software Engineer,2015,Java,3
14643,Mexico,Software Engineer,2015,C#,4
14644,Mexico,Software Engineer,2015,Microsoft SQL Server,5
14645,Mexico,Software Engineer,2015,SQL,6
14646,Mexico,Software Engineer,2015,Software Development,7
14647,Mexico,Software Engineer,2015,HTML,8
14648,Mexico,Software Engineer,2015,jQuery,9
14649,Mexico,Software Engineer,2015,Cascading Style Sheets (CSS),10
14650,Mexico,System Engineer,2015,Team Leadership,1
14651,Mexico,System Engineer,2015,SQL,2
14652,Mexico,System Engineer,2015,Business Management,3
14653,Mexico,System Engineer,2015,Microsoft SQL Server,4
14654,Mexico,System Engineer,2015,Project Management,5
14655,Mexico,System Engineer,2015,Strategic Planning,6
14656,Mexico,System Engineer,2015,MySQL,7
14657,Mexico,System Engineer,2015,Java,8
14658,Mexico,System Engineer,2015,Linux,9
14659,Mexico,System Engineer,2015,Technical Support,10
14660,Mexico,Teacher,2015,Teaching,1
14661,Mexico,Teacher,2015,Spanish,2
14662,Mexico,Teacher,2015,Higher Education,3
14663,Mexico,Teacher,2015,English,4
14664,Mexico,Teacher,2015,Research and Development (R&D),5
14665,Mexico,Teacher,2015,Curriculum Development,6
14666,Mexico,Teacher,2015,Team Leadership,7
14667,Mexico,Teacher,2015,Microsoft PowerPoint,8
14668,Mexico,Teacher,2015,Strategic Planning,9
14669,Mexico,Teacher,2015,Microsoft Excel,10
14670,Mexico,Web Developer,2015,Cascading Style Sheets (CSS),1
14671,Mexico,Web Developer,2015,JavaScript,2
14672,Mexico,Web Developer,2015,Web Development,3
14673,Mexico,Web Developer,2015,PHP,4
14674,Mexico,Web Developer,2015,jQuery,5
14675,Mexico,Web Developer,2015,MySQL,6
14676,Mexico,Web Developer,2015,HTML5,7
14677,Mexico,Web Developer,2015,HTML,8
14678,Mexico,Web Developer,2015,SQL,9
14679,Mexico,Web Developer,2015,AJAX,10
14680,Netherlands,Accompanist,2015,Dutch,1
14681,Netherlands,Accompanist,2015,Coaching,2
14682,Netherlands,Accompanist,2015,Personal Development,3
14683,Netherlands,Accompanist,2015,Psychology,4
14684,Netherlands,Accompanist,2015,Mental Health,5
14685,Netherlands,Accompanist,2015,English,6
14686,Netherlands,Accompanist,2015,Teaching,7
14687,Netherlands,Accompanist,2015,Interim Management,8
14688,Netherlands,Accompanist,2015,Nonprofit Organizations,9
14689,Netherlands,Accompanist,2015,Organizational Development,10
14690,Netherlands,Account Manager,2015,Dutch,1
14691,Netherlands,Account Manager,2015,Business-to-Business (B2B),2
14692,Netherlands,Account Manager,2015,Account Management,3
14693,Netherlands,Account Manager,2015,Coaching,4
14694,Netherlands,Account Manager,2015,Sales Management,5
14695,Netherlands,Account Manager,2015,Interim Management,6
14696,Netherlands,Account Manager,2015,Sales,7
14697,Netherlands,Account Manager,2015,Change Management,8
14698,Netherlands,Account Manager,2015,Operations Management,9
14699,Netherlands,Account Manager,2015,Management Consulting,10
14700,Netherlands,Administrative Assistant,2015,Dutch,1
14701,Netherlands,Administrative Assistant,2015,English,2
14702,Netherlands,Administrative Assistant,2015,Coaching,3
14703,Netherlands,Administrative Assistant,2015,Microsoft Word,4
14704,Netherlands,Administrative Assistant,2015,Microsoft Excel,5
14705,Netherlands,Administrative Assistant,2015,Social Media,6
14706,Netherlands,Administrative Assistant,2015,Administration,7
14707,Netherlands,Administrative Assistant,2015,Teamwork,8
14708,Netherlands,Administrative Assistant,2015,Microsoft Outlook,9
14709,Netherlands,Administrative Assistant,2015,Administrative Assistance,10
14710,Netherlands,Board Member,2015,Dutch,1
14711,Netherlands,Board Member,2015,Interim Management,2
14712,Netherlands,Board Member,2015,Management Consulting,3
14713,Netherlands,Board Member,2015,Coaching,4
14714,Netherlands,Board Member,2015,Change Management,5
14715,Netherlands,Board Member,2015,Process Management,6
14716,Netherlands,Board Member,2015,Personal Development,7
14717,Netherlands,Board Member,2015,Organizational Development,8
14718,Netherlands,Board Member,2015,Information Technology,9
14719,Netherlands,Board Member,2015,English,10
14720,Netherlands,Cashier,2015,Dutch,1
14721,Netherlands,Cashier,2015,Social Media,2
14722,Netherlands,Cashier,2015,English,3
14723,Netherlands,Cashier,2015,Teamwork,4
14724,Netherlands,Cashier,2015,Microsoft Word,5
14725,Netherlands,Cashier,2015,Microsoft PowerPoint,6
14726,Netherlands,Cashier,2015,Coaching,7
14727,Netherlands,Cashier,2015,Microsoft Excel,8
14728,Netherlands,Cashier,2015,Adobe InDesign,9
14729,Netherlands,Cashier,2015,Easily Adaptable,10
14730,Netherlands,Chief Executive Officer,2015,Dutch,1
14731,Netherlands,Chief Executive Officer,2015,Management Consulting,2
14732,Netherlands,Chief Executive Officer,2015,Coaching,3
14733,Netherlands,Chief Executive Officer,2015,Change Management,4
14734,Netherlands,Chief Executive Officer,2015,Entrepreneurship,5
14735,Netherlands,Chief Executive Officer,2015,Business-to-Business (B2B),6
14736,Netherlands,Chief Executive Officer,2015,Business Strategy,7
14737,Netherlands,Chief Executive Officer,2015,Interim Management,8
14738,Netherlands,Chief Executive Officer,2015,Operations Management,9
14739,Netherlands,Chief Executive Officer,2015,Marketing Strategy,10
14740,Netherlands,Co-Founder,2015,Dutch,1
14741,Netherlands,Co-Founder,2015,Entrepreneurship,2
14742,Netherlands,Co-Founder,2015,Management Consulting,3
14743,Netherlands,Co-Founder,2015,Coaching,4
14744,Netherlands,Co-Founder,2015,Interim Management,5
14745,Netherlands,Co-Founder,2015,Change Management,6
14746,Netherlands,Co-Founder,2015,Social Media,7
14747,Netherlands,Co-Founder,2015,English,8
14748,Netherlands,Co-Founder,2015,Consulting,9
14749,Netherlands,Co-Founder,2015,Online Marketing,10
14750,Netherlands,Co-Owner,2015,Dutch,1
14751,Netherlands,Co-Owner,2015,Interim Management,2
14752,Netherlands,Co-Owner,2015,Coaching,3
14753,Netherlands,Co-Owner,2015,Management Consulting,4
14754,Netherlands,Co-Owner,2015,Change Management,5
14755,Netherlands,Co-Owner,2015,Business-to-Business (B2B),6
14756,Netherlands,Co-Owner,2015,Operations Management,7
14757,Netherlands,Co-Owner,2015,Social Media,8
14758,Netherlands,Co-Owner,2015,Personal Development,9
14759,Netherlands,Co-Owner,2015,English,10
14760,Netherlands,Customer Service Representative,2015,Dutch,1
14761,Netherlands,Customer Service Representative,2015,English,2
14762,Netherlands,Customer Service Representative,2015,Teamwork,3
14763,Netherlands,Customer Service Representative,2015,Coaching,4
14764,Netherlands,Customer Service Representative,2015,Logistics Management,5
14765,Netherlands,Customer Service Representative,2015,Customer Satisfaction,6
14766,Netherlands,Customer Service Representative,2015,Customer Service,7
14767,Netherlands,Customer Service Representative,2015,Social Media,8
14768,Netherlands,Customer Service Representative,2015,Supply Chain Management,9
14769,Netherlands,Customer Service Representative,2015,SAP Products,10
14770,Netherlands,Driver,2015,Dutch,1
14771,Netherlands,Driver,2015,Coaching,2
14772,Netherlands,Driver,2015,English,3
14773,Netherlands,Driver,2015,Transportation,4
14774,Netherlands,Driver,2015,Logistics Management,5
14775,Netherlands,Driver,2015,Operations Management,6
14776,Netherlands,Driver,2015,Social Media,7
14777,Netherlands,Driver,2015,Change Management,8
14778,Netherlands,Driver,2015,Microsoft Word,9
14779,Netherlands,Driver,2015,Interim Management,10
14780,Netherlands,Entrepreneur,2015,Dutch,1
14781,Netherlands,Entrepreneur,2015,Coaching,2
14782,Netherlands,Entrepreneur,2015,Interim Management,3
14783,Netherlands,Entrepreneur,2015,Management Consulting,4
14784,Netherlands,Entrepreneur,2015,Change Management,5
14785,Netherlands,Entrepreneur,2015,Entrepreneurship,6
14786,Netherlands,Entrepreneur,2015,Business-to-Business (B2B),7
14787,Netherlands,Entrepreneur,2015,Social Media,8
14788,Netherlands,Entrepreneur,2015,Operations Management,9
14789,Netherlands,Entrepreneur,2015,English,10
14790,Netherlands,Food Server,2015,Dutch,1
14791,Netherlands,Food Server,2015,HORECA,2
14792,Netherlands,Food Server,2015,Hospitality,3
14793,Netherlands,Food Server,2015,English,4
14794,Netherlands,Food Server,2015,Teamwork,5
14795,Netherlands,Food Server,2015,Social Media,6
14796,Netherlands,Food Server,2015,Microsoft Word,7
14797,Netherlands,Food Server,2015,IBM SPSS,8
14798,Netherlands,Food Server,2015,Food & Beverage,9
14799,Netherlands,Food Server,2015,Coaching,10
14800,Netherlands,Founder,2015,Dutch,1
14801,Netherlands,Founder,2015,Coaching,2
14802,Netherlands,Founder,2015,Management Consulting,3
14803,Netherlands,Founder,2015,Entrepreneurship,4
14804,Netherlands,Founder,2015,Interim Management,5
14805,Netherlands,Founder,2015,Change Management,6
14806,Netherlands,Founder,2015,Social Media,7
14807,Netherlands,Founder,2015,Online Marketing,8
14808,Netherlands,Founder,2015,Business-to-Business (B2B),9
14809,Netherlands,Founder,2015,Personal Development,10
14810,Netherlands,Graphic Designer,2015,Graphic Design,1
14811,Netherlands,Graphic Designer,2015,Adobe InDesign,2
14812,Netherlands,Graphic Designer,2015,Adobe Illustrator,3
14813,Netherlands,Graphic Designer,2015,Logo Design,4
14814,Netherlands,Graphic Designer,2015,Typography,5
14815,Netherlands,Graphic Designer,2015,Adobe Photoshop,6
14816,Netherlands,Graphic Designer,2015,Graphics,7
14817,Netherlands,Graphic Designer,2015,Corporate Identity,8
14818,Netherlands,Graphic Designer,2015,Web Design,9
14819,Netherlands,Graphic Designer,2015,Brochures,10
14820,Netherlands,Marketing Specialist,2015,Dutch,1
14821,Netherlands,Marketing Specialist,2015,Marketing,2
14822,Netherlands,Marketing Specialist,2015,Online Marketing,3
14823,Netherlands,Marketing Specialist,2015,Social Media,4
14824,Netherlands,Marketing Specialist,2015,Social Media Marketing,5
14825,Netherlands,Marketing Specialist,2015,Marketing Strategy,6
14826,Netherlands,Marketing Specialist,2015,English,7
14827,Netherlands,Marketing Specialist,2015,Event Management,8
14828,Netherlands,Marketing Specialist,2015,Business-to-Business (B2B),9
14829,Netherlands,Marketing Specialist,2015,Coaching,10
14830,Netherlands,Mechanic,2015,Dutch,1
14831,Netherlands,Mechanic,2015,Engineering,2
14832,Netherlands,Mechanic,2015,English,3
14833,Netherlands,Mechanic,2015,Electrical Wiring,4
14834,Netherlands,Mechanic,2015,Operations Management,5
14835,Netherlands,Mechanic,2015,Coaching,6
14836,Netherlands,Mechanic,2015,Manufacturing,7
14837,Netherlands,Mechanic,2015,Mechanics,8
14838,Netherlands,Mechanic,2015,Project Planning,9
14839,Netherlands,Mechanic,2015,Microsoft Excel,10
14840,Netherlands,Nurse,2015,Nursing,1
14841,Netherlands,Nurse,2015,Dutch,2
14842,Netherlands,Nurse,2015,Healthcare,3
14843,Netherlands,Nurse,2015,Hospitals,4
14844,Netherlands,Nurse,2015,Coaching,5
14845,Netherlands,Nurse,2015,Medicine,6
14846,Netherlands,Nurse,2015,Personal Development,7
14847,Netherlands,Nurse,2015,Mental Health,8
14848,Netherlands,Nurse,2015,Public Health,9
14849,Netherlands,Nurse,2015,Healthcare Management,10
14850,Netherlands,Owner,2015,Dutch,1
14851,Netherlands,Owner,2015,Interim Management,2
14852,Netherlands,Owner,2015,Coaching,3
14853,Netherlands,Owner,2015,Management Consulting,4
14854,Netherlands,Owner,2015,Change Management,5
14855,Netherlands,Owner,2015,Business-to-Business (B2B),6
14856,Netherlands,Owner,2015,Personal Development,7
14857,Netherlands,Owner,2015,Operations Management,8
14858,Netherlands,Owner,2015,Social Media,9
14859,Netherlands,Owner,2015,Process Management,10
14860,Netherlands,Photographer,2015,Photography,1
14861,Netherlands,Photographer,2015,Portrait Photography,2
14862,Netherlands,Photographer,2015,Dutch,3
14863,Netherlands,Photographer,2015,Digital Photography,4
